Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent
21941-79974,RB,Tarik,Tarik Cohen,Cohen,8.293333266,9,5200,DET@CHI,CHI,DET
21941-24682,RB,Andre,Andre Ellington,Ellington,7.1875,8,5200,ARI@HOU,ARI,HOU
21941-80001,RB,Austin,Austin Ekeler,Ekeler,6.866666582,9,5200,BUF@LAC,LAC,BUF
21941-26094,WR,Brandon,Brandon Coleman,Coleman,5.966666751,9,5200,WAS@NO,NO,WAS
21941-11779,RB,LeGarrette,LeGarrette Blount,Blount,8.322222392,9,5200,PHI@DAL,PHI,DAL
21941-55830,RB,D'Onta,D'Onta Foreman,Foreman,4.0625,8,5200,ARI@HOU,HOU,ARI
21941-6870,TE,Vernon,Vernon Davis,Davis,7.222222222,9,5200,WAS@NO,WAS,NO
21941-27441,RB,Damien,Damien Williams,Williams,3.899999891,7,5200,TB@MIA,MIA,TB
21941-32564,WR,Josh,Josh Doctson,Doctson,5.925000191,8,5200,WAS@NO,WAS,NO
21941-28545,RB,Rod,Rod Smith,Smith,3.775000095,4,5200,PHI@DAL,DAL,PHI
21941-40845,TE,Hunter,Hunter Henry,Henry,7.985714504,7,5200,BUF@LAC,LAC,BUF
21941-12536,D,Kansas City,Kansas City Chiefs,Chiefs,7.777777778,9,5100,KC@NYG,KC,NYG
21941-28930,RB,James,James White,White,9.477778117,9,5100,NE@OAK,NE,OAK
21941-41235,K,Jake,Jake Elliott,Elliott,11.75,8,5100,PHI@DAL,PHI,DAL
21941-6728,RB,Jamaal,Jamaal Charles,Charles,4.777777778,9,5100,CIN@DEN,DEN,CIN
21941-11864,RB,Chris,Chris Ivory,Ivory,7.244444105,9,5100,JAC@CLE,JAC,CLE
21941-41642,K,Harrison,Harrison Butker,Butker,13.5,6,5100,KC@NYG,KC,NYG
21941-7900,K,Stephen,Stephen Gostkowski,Gostkowski,10.77777778,9,5100,NE@OAK,NE,OAK
21941-27457,WR,Kenny,Kenny Stills,Stills,9.012499809,8,5100,TB@MIA,MIA,TB
21941-33703,WR,Ryan,Ryan Grant,Grant,5.933333503,9,5100,WAS@NO,WAS,NO
21941-62535,WR,Tyrell,Tyrell Williams,Williams,5.89999983,9,5000,BUF@LAC,LAC,BUF
21941-48380,K,Wil,Wil Lutz,Lutz,10.55555556,9,5000,WAS@NO,NO,WAS
21941-53532,WR,Roger,Roger Lewis,Lewis,4.449999809,8,5000,KC@NYG,NYG,KC
21941-44449,WR,Willie,Willie Snead,Snead,-0.200000003,2,5000,WAS@NO,NO,WAS
21941-30237,RB,Mike,Mike Gillislee,Gillislee,7.1875,8,5000,NE@OAK,NE,OAK
21941-6782,K,Matt,Matt Prater,Prater,10.55555556,9,5000,DET@CHI,DET,CHI
21941-32613,RB,DeAndre,DeAndre Washington,Washington,5.550000191,8,5000,NE@OAK,OAK,NE
21941-39818,RB,Wayne,Wayne Gallman,Gallman,5.849999746,6,5000,KC@NYG,NYG,KC
21941-14317,TE,Julius,Julius Thomas,Thomas,5.337500095,8,5000,TB@MIA,MIA,TB
21941-31836,WR,Terrance,Terrance Williams,Williams,5.788888719,9,4900,PHI@DAL,DAL,PHI
21941-79967,TE,Adam,Adam Shaheen,Shaheen,3.866666794,3,4900,DET@CHI,CHI,DET
21941-25813,WR,Phillip,Phillip Dorsett,Dorsett,2.760000038,5,4900,NE@OAK,NE,OAK
21941-24817,TE,Nick,Nick O'Leary,O'Leary,4.899999891,7,4900,BUF@LAC,BUF,LAC
21941-34073,TE,Ryan,Ryan Griffin,Griffin,5.049999873,6,4900,ARI@HOU,HOU,ARI
21941-14645,WR,Dontrelle,Dontrelle Inman,Inman,3.424999952,4,4900,DET@CHI,CHI,DET
21941-31061,RB,T.J.,T.J. Yeldon,Yeldon,10.96666718,3,4900,JAC@CLE,JAC,CLE
21941-38264,WR,Demarcus,Demarcus Robinson,Robinson,3.21666654,6,4900,KC@NYG,KC,NYG
21941-54687,RB,Charcandrick,Charcandrick West,West,5.67142868,7,4900,KC@NYG,KC,NYG
21941-23045,K,Justin,Justin Tucker,Tucker,8.888888889,9,4900,BAL@GB,BAL,GB
21941-6672,TE,Marcedes,Marcedes Lewis,Lewis,5.366666582,9,4900,JAC@CLE,JAC,CLE
21941-29314,TE,Richard,Richard Rodgers,Rodgers,1.899999976,4,4900,BAL@GB,GB,BAL
21941-7870,TE,Benjamin,Benjamin Watson,Watson,6.344444275,9,4900,BAL@GB,BAL,GB
21941-25290,RB,Giovani,Giovani Bernard,Bernard,5.711111281,9,4900,CIN@DEN,CIN,DEN
21941-41806,WR,Laquon,Laquon Treadwell,Treadwell,2.525000095,8,4900,LAR@MIN,MIN,LAR
21941-31871,RB,Charles,Charles Sims,Sims,3.974999905,8,4800,TB@MIA,TB,MIA
21941-62616,RB,Zach,Zach Zenner,Zenner,1.899999976,4,4800,DET@CHI,DET,CHI
21941-12531,D,Denver,Denver Broncos,Broncos,5.444444444,9,4800,CIN@DEN,DEN,CIN
21941-12532,D,Detroit,Detroit Lions,Lions,11.44444444,9,4800,DET@CHI,DET,CHI
21941-12538,D,Los Angeles,Los Angeles Rams,Rams,12.44444444,9,4800,LAR@MIN,LAR,MIN
21941-6448,TE,Martellus,Martellus Bennett,Bennett,5.074999809,8,4800,NE@OAK,NE,OAK
21941-54607,RB,Terrance,Terrance West,West,5.420000076,5,4800,BAL@GB,BAL,GB
21941-34154,WR,J.J.,J.J. Nelson,Nelson,6.477777693,9,4800,ARI@HOU,ARI,HOU
21941-6535,WR,Kenny,Kenny Britt,Britt,5.766666412,6,4800,JAC@CLE,CLE,JAC
21941-21957,WR,Kendall,Kendall Wright,Wright,7.142857143,7,4800,DET@CHI,CHI,DET
21941-6636,K,Mike,Mike Nugent,Nugent,7,3,4800,PHI@DAL,DAL,PHI
21941-22054,WR,Jarius,Jarius Wright,Wright,4.333333333,6,4800,LAR@MIN,MIN,LAR
21941-14952,K,Dan,Dan Bailey,Bailey,7,6,4800,PHI@DAL,DAL,PHI
21941-38509,RB,Wendell,Wendell Smallwood,Smallwood,5.100000109,7,4800,PHI@DAL,PHI,DAL
21941-26247,K,Brandon,Brandon McManus,McManus,8.625,8,4800,CIN@DEN,DEN,CIN
21941-15176,K,Kai,Kai Forbath,Forbath,10.88888889,9,4800,LAR@MIN,MIN,LAR
21941-14288,WR,Torrey,Torrey Smith,Smith,3.922222137,9,4800,PHI@DAL,PHI,DAL
21941-24671,WR,Adam,Adam Humphries,Humphries,5.255555471,9,4700,TB@MIA,TB,MIA
21941-22765,K,Giorgio,Giorgio Tavecchio,Tavecchio,7.333333333,9,4700,NE@OAK,OAK,NE
21941-12545,D,Philadelphia,Philadelphia Eagles,Eagles,9.555555556,9,4700,PHI@DAL,PHI,DAL
21941-12555,D,Baltimore,Baltimore Ravens,Ravens,12.11111111,9,4700,BAL@GB,BAL,GB
21941-39286,TE,O.J.,O.J. Howard,Howard,5.712500095,8,4700,TB@MIA,TB,MIA
21941-22959,WR,Deonte,Deonte Thompson,Thompson,6.255555471,9,4700,BUF@LAC,BUF,LAC
21941-21971,TE,Coby,Coby Fleener,Fleener,4.39999983,9,4700,WAS@NO,NO,WAS
21941-32257,K,Nick,Nick Rose,Rose,8.25,4,4700,WAS@NO,WAS,NO
21941-29201,WR,Maurice,Maurice Harris,Harris,12,1,4700,WAS@NO,WAS,NO
21941-39455,RB,Kerwynn,Kerwynn Williams,Williams,1.900000042,9,4700,ARI@HOU,ARI,HOU
21941-6724,K,Stephen,Stephen Hauschka,Hauschka,9.222222222,9,4700,BUF@LAC,BUF,LAC
21941-29351,WR,De'Anthony,De'Anthony Thomas,Thomas,3.75,8,4700,KC@NYG,KC,NYG
21941-39649,RB,Benny,Benny Cunningham,Cunningham,3.042857034,7,4700,DET@CHI,CHI,DET
21941-33552,WR,TJ,TJ Jones,Jones,5.150000095,8,4700,DET@CHI,DET,CHI
21941-33578,RB,Jalen,Jalen Richard,Richard,5.622222053,9,4700,NE@OAK,OAK,NE
21941-26458,WR,Tavon,Tavon Austin,Austin,2.766666624,9,4700,LAR@MIN,LAR,MIN
21941-15212,WR,Terrelle,Terrelle Pryor Sr.,Pryor Sr.,5,8,4700,WAS@NO,WAS,NO
21941-39829,WR,Mike,Mike Williams,Williams,1.649999976,4,4700,BUF@LAC,LAC,BUF
21941-14245,RB,Shane,Shane Vereen,Vereen,4.511110942,9,4700,KC@NYG,NYG,KC
21941-31874,RB,Kenneth,Kenneth Farrow,Farrow,3.070000076,10,4600,BUF@LAC,LAC,BUF
21941-9442,WR,Brandon,Brandon Tate,Tate,2.066666603,6,4600,BUF@LAC,BUF,LAC
21941-12540,D,Minnesota,Minnesota Vikings,Vikings,6.222222222,9,4600,LAR@MIN,MIN,LAR
21941-12546,D,Arizona,Arizona Cardinals,Cardinals,5.888888889,9,4600,ARI@HOU,ARI,HOU
21941-27908,TE,C.J.,C.J. Fiedorowicz,Fiedorowicz,4.300000191,2,4600,ARI@HOU,HOU,ARI
21941-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,6.666666667,9,4600,TB@MIA,TB,MIA
21941-12556,D,Houston,Houston Texans,Texans,7.777777778,9,4600,ARI@HOU,HOU,ARI
21941-55633,WR,Travis,Travis Rudolph,Rudolph,2.349999905,2,4600,KC@NYG,NYG,KC
21941-38301,TE,Darren,Darren Fells,Fells,4.537499905,8,4600,DET@CHI,DET,CHI
21941-34295,WR,Breshad,Breshad Perriman,Perriman,1.112499952,8,4600,BAL@GB,BAL,GB
21941-39445,WR,Brice,Brice Butler,Butler,5.162499905,8,4600,PHI@DAL,DAL,PHI
21941-47640,RB,Branden,Branden Oliver,Oliver,2.120000076,5,4600,BUF@LAC,LAC,BUF
21941-31263,WR,Ricardo,Ricardo Louis,Louis,4.800000085,9,4600,JAC@CLE,CLE,JAC
21941-6702,K,Phil,Phil Dawson,Dawson,6.444444444,9,4600,ARI@HOU,ARI,HOU
21941-7806,RB,Darren,Darren McFadden,McFadden,-0.200000003,1,4600,PHI@DAL,DAL,PHI
21941-7831,K,Sebastian,Sebastian Janikowski,Janikowski,9.333333333,15,4600,NE@OAK,OAK,NE
21941-23194,WR,Josh,Josh Gordon,Gordon,0,0,4600,JAC@CLE,CLE,JAC
21941-32429,K,Josh,Josh Lambo,Lambo,9.666666667,3,4600,JAC@CLE,JAC,CLE
21941-30403,WR,Chris,Chris Conley,Conley,4.6,5,4600,KC@NYG,KC,NYG
21941-45791,WR,Rashard,Rashard Higgins,Higgins,3.474999905,8,4600,JAC@CLE,CLE,JAC
21941-7965,TE,Antonio,Antonio Gates,Gates,3.188888974,9,4600,BUF@LAC,LAC,BUF
21941-7975,RB,Mike,Mike Tolbert,Tolbert,4,9,4600,BUF@LAC,BUF,LAC
21941-30709,WR,Bruce,Bruce Ellington,Ellington,5.724999905,8,4600,ARI@HOU,HOU,ARI
21941-14336,RB,Jacquizz,Jacquizz Rodgers,Rodgers,4.012499809,8,4500,TB@MIA,TB,MIA
21941-14348,TE,Lee,Lee Smith,Smith,2.166666667,3,4500,NE@OAK,OAK,NE
21941-30733,WR,Cordarrelle,Cordarrelle Patterson,Patterson,4.255555471,9,4500,NE@OAK,OAK,NE
21941-23569,TE,Rico,Rico Gathers,Gathers,0,0,4500,PHI@DAL,DAL,PHI
21941-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,0,1,4500,ARI@HOU,ARI,HOU
21941-14355,TE,Niles,Niles Paul,Paul,0.949999988,4,4500,WAS@NO,WAS,NO
21941-14358,WR,Dwayne,Dwayne Harris,Harris,0,4,4500,KC@NYG,NYG,KC
21941-14369,RB,Jordan,Jordan Todman,Todman,0,1,4500,ARI@HOU,HOU,ARI
21941-56356,WR,Isaiah,Isaiah Ford,Ford,0,0,4500,TB@MIA,MIA,TB
21941-55335,TE,David,David Njoku,Njoku,5.266666836,9,4500,JAC@CLE,CLE,JAC
21941-62508,TE,James,James O'Shaughnessy,O'Shaughnessy,1.028571401,7,4500,JAC@CLE,JAC,CLE
21941-62510,TE,Nick,Nick Boyle,Boyle,3.099999905,8,4500,BAL@GB,BAL,GB
21941-25654,RB,Tommy,Tommy Bohanon,Bohanon,1.662500024,8,4500,JAC@CLE,JAC,CLE
21941-62519,WR,Tre,Tre McBride,McBride,4.333333333,3,4500,DET@CHI,CHI,DET
21941-14394,TE,Virgil,Virgil Green,Green,3.75,6,4500,CIN@DEN,DEN,CIN
21941-7244,RB,John,John Kuhn,Kuhn,0.200000003,1,4500,WAS@NO,NO,WAS
21941-30807,TE,Mychal,Mychal Rivera,Rivera,3.420000076,10,4500,JAC@CLE,JAC,CLE
21941-25694,RB,Andre,Andre Williams,Williams,8.699999809,1,4500,BUF@LAC,LAC,BUF
21941-79972,WR,Chad,Chad Williams,Williams,1.649999976,2,4500,ARI@HOU,ARI,HOU
21941-29805,TE,Ryan,Ryan Hewitt,Hewitt,2.099999905,1,4500,CIN@DEN,CIN,DEN
21941-79983,RB,De'Angelo,De'Angelo Henderson,Henderson,0.100000001,1,4500,CIN@DEN,DEN,CIN
21941-27771,WR,Cody,Cody Latimer,Latimer,2.683333397,6,4500,CIN@DEN,DEN,CIN
21941-79998,WR,Keelan,Keelan Cole,Cole,3.211111069,9,4500,JAC@CLE,JAC,CLE
21941-80011,TE,Antony,Antony Auclair,Auclair,0,0,4500,TB@MIA,TB,MIA
21941-24718,WR,Max,Max McCaffrey,McCaffrey,0.449999988,2,4500,BAL@GB,GB,BAL
21941-28815,RB,Akeem,Akeem Hunt,Hunt,0.112499997,8,4500,KC@NYG,KC,NYG
21941-62617,TE,Khari,Khari Lee,Lee,0,1,4500,BUF@LAC,BUF,LAC
21941-11419,RB,C.J.,C.J. Spiller,Spiller,0,1,4500,KC@NYG,KC,NYG
21941-46244,RB,Donnel,Donnel Pumphrey,Pumphrey,0,0,4500,PHI@DAL,PHI,DAL
21941-11431,TE,Jermaine,Jermaine Gresham,Gresham,5.712500095,8,4500,ARI@HOU,ARI,HOU
21941-62633,TE,Matt,Matt Lengel,Lengel,4.599999905,2,4500,JAC@CLE,CLE,JAC
21941-29866,RB,Paul,Paul Perkins,Perkins,3.275000095,4,4500,KC@NYG,NYG,KC
21941-25775,TE,Clive,Clive Walford,Walford,0.533333341,3,4500,NE@OAK,OAK,NE
21941-25783,RB,Mike,Mike James,James,2.033333302,3,4500,DET@CHI,DET,CHI
21941-52410,WR,Josh,Josh Malone,Malone,3.349999905,4,4500,CIN@DEN,CIN,DEN
21941-25789,WR,Rashawn,Rashawn Scott,Scott,0,0,4500,TB@MIA,MIA,TB
21941-9409,TE,Clark,Clark Harris,Harris,0,0,4500,CIN@DEN,CIN,DEN
21941-11457,WR,Arrelious,Arrelious Benn,Benn,0.850000024,2,4500,JAC@CLE,JAC,CLE
21941-41155,RB,Taquan,Taquan Mizzell,Mizzell,0,0,4500,DET@CHI,CHI,DET
21941-41163,WR,Keeon,Keeon Johnson,Johnson,0,0,4500,KC@NYG,NYG,KC
21941-28890,RB,Derek,Derek Watt,Watt,0.850000024,2,4500,BUF@LAC,LAC,BUF
21941-45278,WR,Bernard,Bernard Reedy,Reedy,0.533333355,9,4500,TB@MIA,TB,MIA
21941-25827,TE,Asante,Asante Cleveland,Cleveland,0,0,4500,BUF@LAC,LAC,BUF
21941-40170,WR,Stacy,Stacy Coley,Coley,0,1,4500,LAR@MIN,MIN,LAR
21941-28907,WR,Alex,Alex Erickson,Erickson,1.455555598,9,4500,CIN@DEN,CIN,DEN
21941-29932,K,Ka'imi,Ka'imi Fairbairn,Fairbairn,6.888888889,9,4500,ARI@HOU,HOU,ARI
21941-12526,D,Buffalo,Buffalo Bills,Bills,7.666666667,9,4500,BUF@LAC,BUF,LAC
21941-12528,D,Cincinnati,Cincinnati Bengals,Bengals,7.333333333,9,4500,CIN@DEN,CIN,DEN
21941-39153,TE,Ifeanyi,Ifeanyi Momah,Momah,5.099999905,1,4500,ARI@HOU,ARI,HOU
21941-12533,D,Green Bay,Green Bay Packers,Packers,6.666666667,9,4500,BAL@GB,GB,BAL
21941-33013,RB,Tion,Tion Green,Green,0,0,4500,DET@CHI,DET,CHI
21941-45307,WR,Rodney,Rodney Adams,Adams,0,0,4500,LAR@MIN,MIN,LAR
21941-12541,D,New England,New England Patriots,Patriots,6.555555556,9,4500,NE@OAK,NE,OAK
21941-12542,D,New Orleans,New Orleans Saints,Saints,11,9,4500,WAS@NO,NO,WAS
21941-62718,TE,Daniel,Daniel Brown,Brown,2.349999905,2,4500,DET@CHI,CHI,DET
21941-28933,WR,Jared,Jared Abbrederis,Abbrederis,2.950000048,2,4500,DET@CHI,DET,CHI
21941-24847,TE,Will,Will Tye,Tye,2.900000095,2,4500,NE@OAK,NE,OAK
21941-11543,TE,Clay,Clay Harbor,Harbor,1.700000048,2,4500,WAS@NO,NO,WAS
21941-33047,WR,Chris,Chris Moore,Moore,4.820000076,5,4500,BAL@GB,BAL,GB
21941-45335,TE,Michael,Michael Roberts,Roberts,1,2,4500,DET@CHI,DET,CHI
21941-55577,WR,Hunter,Hunter Sharp,Sharp,0,1,4500,CIN@DEN,DEN,CIN
21941-6427,K,Connor,Connor Barth,Barth,5.666666667,9,4500,DET@CHI,CHI,DET
21941-24862,WR,Rashad,Rashad Greene Sr.,Greene Sr.,0.462500006,8,4500,JAC@CLE,JAC,CLE
21941-29985,WR,Jaydon,Jaydon Mickens,Mickens,3.799999952,2,4500,JAC@CLE,JAC,CLE
21941-11556,TE,Michael,Michael Hoomanawanui,Hoomanawanui,2.739999962,5,4500,WAS@NO,NO,WAS
21941-46374,WR,Tanner,Tanner Gentry,Gentry,1.25,4,4500,DET@CHI,CHI,DET
21941-29991,RB,Bishop,Bishop Sankey,Sankey,0,0,4500,LAR@MIN,MIN,LAR
21941-30004,WR,Kasen,Kasen Williams,Williams,2.149999936,6,4500,JAC@CLE,CLE,JAC
21941-31036,WR,Kevin,Kevin Norwood,Norwood,0,0,4500,KC@NYG,NYG,KC
21941-29003,RB,Ka'Deem,Ka'Deem Carey,Carey,1.872727307,11,4500,DET@CHI,CHI,DET
21941-34125,WR,Geremy,Geremy Davis,Davis,0,3,4500,BUF@LAC,LAC,BUF
21941-52560,WR,Geronimo,Geronimo Allison,Allison,3.700000127,6,4500,BAL@GB,GB,BAL
21941-32082,WR,Jordan,Jordan Taylor,Taylor,2.199999968,3,4500,CIN@DEN,DEN,CIN
21941-55635,WR,Chris,Chris Godwin,Godwin,2.700000048,8,4500,TB@MIA,TB,MIA
21941-41305,WR,Zay,Zay Jones,Jones,3.849999905,8,4500,BUF@LAC,BUF,LAC
21941-14683,RB,Patrick,Patrick DiMarco,DiMarco,0.880000019,5,4500,BUF@LAC,BUF,LAC
21941-54621,WR,Walter,Walter Powell,Powell,3.028571538,7,4500,BUF@LAC,BUF,LAC
21941-54623,WR,Jeff,Jeff Janis,Janis,0,2,4500,BAL@GB,GB,BAL
21941-22898,RB,Brandon,Brandon Bolden,Bolden,0.100000001,1,4500,NE@OAK,NE,OAK
21941-43397,WR,Carlos,Carlos Henderson,Henderson,0,0,4500,CIN@DEN,DEN,CIN
21941-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,-0.150000006,8,4500,CIN@DEN,DEN,CIN
21941-22920,TE,Derek,Derek Carrier,Carrier,1.260000038,5,4500,LAR@MIN,LAR,MIN
21941-39305,TE,A.J.,A.J. Derby,Derby,4.655555725,9,4500,CIN@DEN,DEN,CIN
21941-53645,RB,Elijah,Elijah Hood,Hood,0,0,4500,NE@OAK,OAK,NE
21941-55694,WR,Michael,Michael Thomas,Thomas,0.457142864,7,4500,LAR@MIN,LAR,MIN
21941-54674,WR,Jeremy,Jeremy Butler,Butler,1.049999952,2,4500,BUF@LAC,BUF,LAC
21941-41370,WR,Trevor,Trevor Davis,Davis,0.412499994,8,4500,BAL@GB,GB,BAL
21941-28065,WR,Jehu,Jehu Chesson,Chesson,0.5,3,4500,KC@NYG,KC,NYG
21941-54690,WR,Freddie,Freddie Martino,Martino,0,1,4500,TB@MIA,TB,MIA
21941-14761,WR,Andre,Andre Holmes,Holmes,4.412499905,8,4500,BUF@LAC,BUF,LAC
21941-22958,RB,Bobby,Bobby Rainey,Rainey,2.625,4,4500,BAL@GB,BAL,GB
21941-40371,TE,Johnny,Johnny Mundt,Mundt,0,0,4500,LAR@MIN,LAR,MIN
21941-32185,RB,Zach,Zach Line,Line,0.324999988,4,4500,WAS@NO,NO,WAS
21941-26045,WR,Leonte,Leonte Carroo,Carroo,2.599999905,4,4500,TB@MIA,MIA,TB
21941-21952,WR,Michael,Michael Floyd,Floyd,1.533333302,3,4500,LAR@MIN,MIN,LAR
21941-31169,TE,Jeremy,Jeremy Sprinkle,Sprinkle,0,1,4500,WAS@NO,WAS,NO
21941-26057,RB,Michael,Michael Burton,Burton,0.666666667,3,4500,DET@CHI,CHI,DET
21941-39369,K,Zane,Zane Gonzalez,Gonzalez,4.777777778,9,4500,JAC@CLE,CLE,JAC
21941-28106,RB,Joe,Joe Kerridge,Kerridge,0,1,4500,BAL@GB,GB,BAL
21941-39373,WR,Jaelen,Jaelen Strong,Strong,3.350000064,6,4500,JAC@CLE,JAC,CLE
21941-21972,WR,Brian,Brian Quick,Quick,4,2,4500,WAS@NO,WAS,NO
21941-54741,WR,Seth,Seth Roberts,Roberts,4.0625,8,4500,NE@OAK,OAK,NE
21941-31207,TE,C.J.,C.J. Uzomah,Uzomah,1.350000024,4,4500,CIN@DEN,CIN,DEN
21941-32234,RB,Malcolm,Malcolm Brown,Brown,3.842857088,7,4500,LAR@MIN,LAR,MIN
21941-32235,WR,Marcus,Marcus Johnson,Johnson,0.64000001,5,4500,PHI@DAL,PHI,DAL
21941-27117,TE,Sean,Sean Culkin,Culkin,0,0,4500,BUF@LAC,LAC,BUF
21941-60910,WR,Dede,Dede Westbrook,Westbrook,0,0,4500,JAC@CLE,JAC,CLE
21941-21999,WR,Rueben,Rueben Randle,Randle,0,0,4500,DET@CHI,CHI,DET
21941-28144,TE,Dion,Dion Sims,Sims,3.633333206,6,4500,DET@CHI,CHI,DET
21941-22004,TE,Dwayne,Dwayne Allen,Allen,1.519999981,5,4500,NE@OAK,NE,OAK
21941-11766,TE,Jeff,Jeff Cumberland,Cumberland,0,0,4500,BUF@LAC,LAC,BUF
21941-28157,WR,Bennie,Bennie Fowler,Fowler,4.888888889,9,4500,CIN@DEN,DEN,CIN
21941-29183,RB,D.J.,D.J. Foster,Foster,1.033333302,3,4500,ARI@HOU,ARI,HOU
21941-41475,WR,John,John Ross,Ross,-0.266666671,3,4500,CIN@DEN,CIN,DEN
21941-23046,RB,Jamize,Jamize Olawale,Olawale,2.525000095,4,4500,NE@OAK,OAK,NE
21941-31241,WR,Sammie,Sammie Coates,Coates,2.174999952,4,4500,JAC@CLE,CLE,JAC
21941-80400,RB,Lenard,Lenard Tillery,Tillery,0,0,4500,LAR@MIN,LAR,MIN
21941-40477,TE,Keith,Keith Towbridge,Towbridge,0,0,4500,BUF@LAC,BUF,LAC
21941-31269,RB,Corey,Corey Grant,Grant,4.214285714,7,4500,JAC@CLE,JAC,CLE
21941-7718,RB,Cedric,Cedric Peerman,Peerman,1.5,1,4500,CIN@DEN,CIN,DEN
21941-33320,RB,Senorise,Senorise Perry,Perry,0,0,4500,TB@MIA,MIA,TB
21941-38441,RB,Justin,Justin Davis,Davis,0.100000001,1,4500,LAR@MIN,LAR,MIN
21941-31280,K,Cody,Cody Parkey,Parkey,5.857142857,7,4500,TB@MIA,MIA,TB
21941-22065,TE,Rhett,Rhett Ellison,Ellison,2.850000064,6,4500,KC@NYG,NYG,KC
21941-62002,RB,Devante,Devante Mays,Mays,0,0,4500,BAL@GB,GB,BAL
21941-39492,TE,Josh,Josh Hill,Hill,1.975000024,4,4500,WAS@NO,NO,WAS
21941-12872,RB,James,James Develin,Develin,1.219999981,5,4500,NE@OAK,NE,OAK
21941-32331,RB,Tra,Tra Carson,Carson,0,0,4500,CIN@DEN,CIN,DEN
21941-43599,TE,Andrew,Andrew Price,Price,0,0,4500,DET@CHI,DET,CHI
21941-22100,K,Randy,Randy Bullock,Bullock,6,7,4500,CIN@DEN,CIN,DEN
21941-6742,TE,Brent,Brent Celek,Celek,1.783333302,6,4500,PHI@DAL,PHI,DAL
21941-30297,TE,Trey,Trey Burton,Burton,4.08571434,7,4500,PHI@DAL,PHI,DAL
21941-31321,RB,Jay,Jay Prosch,Prosch,1.450000048,2,4500,ARI@HOU,HOU,ARI
21941-29277,TE,Stephen,Stephen Anderson,Anderson,3.762500048,8,4500,ARI@HOU,HOU,ARI
21941-29290,WR,Bryce,Bryce Treggs,Treggs,1.8,5,4500,JAC@CLE,CLE,JAC
21941-22123,TE,James,James Hanna,Hanna,3.100000064,3,4500,PHI@DAL,DAL,PHI
21941-30326,RB,Keith,Keith Marshall,Marshall,0,0,4500,WAS@NO,WAS,NO
